"geographic_region","labid.y","fieldid","POINT_X","POINT_Y","SpeciesIDL","SpeciesID_OSU","defecator","commonname","species","genus","family","order","class","phylum","speciessimpleidgroomed.y","idlevel","genusgroup","familygroup","ordergroup","generalgroup","taxasizegroup","best_match_pid.mean","total_reads","rep_reads","spec_reads","p_reads","replicates"
"CA","YOS0294","YOSE_JLH_12SEP19_005",276409.1322,4209211.4841,"Puma concolor","Puma concolor","Puma concolor","American black bear","Ursus americanus","Ursus","Ursidae","Carnivora","Mammalia","Chordata","Ursus americanus","Species","Bears","Bears","Carnivores","Mammals","MammalsLarge",100,14485,11102,14034,0.968864342423196,1
"CA","YOS0295","YOSE_JLH_13SEP19_002",275097.1577,4207959.7381,"Lynx rufus","Lynx rufus","Lynx rufus","","","","Passerellidae","Passeriformes","Aves","Chordata","Passerellidae","Family","","Sparrows","Songbirds","Birds","BirdsSmall",100,5130,996,5130,1,1
"CA","YOS0295","YOSE_JLH_13SEP19_002",275097.1577,4207959.7381,"Lynx rufus","Lynx rufus","Lynx rufus","","","","Passerellidae","Passeriformes","Aves","Chordata","Passerellidae","Family","","Sparrows","Songbirds","Birds","BirdsSmall",100,5130,667,5130,1,1
"CA","YOS0295","YOSE_JLH_13SEP19_002",275097.1577,4207959.7381,"Lynx rufus","Lynx rufus","Lynx rufus","","","","Passerellidae","Passeriformes","Aves","Chordata","Passerellidae","Family","","Sparrows","Songbirds","Birds","BirdsSmall",100,5130,3467,5130,1,1
"CA","YOS0297","YOSE_JLH_14SEP19_009",272305.2528,4207113.3892,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,35351,2357,35351,1,1
"CA","YOS0297","YOSE_JLH_14SEP19_009",272305.2528,4207113.3892,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,35351,14879,35351,1,1
"CA","YOS0297","YOSE_JLH_14SEP19_009",272305.2528,4207113.3892,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,35351,18115,35351,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",98,33376,15133,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,33376,15133,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",97.98,33376,15133,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",98,33376,11937,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",97.98,33376,11937,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,33376,11937,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",97.98,33376,6306,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",98,33376,6306,33376,1,1
"CA","YOS0298","YOSE_JLH_14SEP19_012",272353.5444,4207531.8721,"Puma concolor","Puma concolor","Puma concolor","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,33376,6306,33376,1,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,7375,4612,1538,0.208542372881356,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Northern broad-footed mole","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Scapanus latimanus","Species","Moles","Moles","Moles and shrews","Mammals","MammalsSmall",98,7375,4612,4172,0.565694915254237,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Northern broad-footed mole","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Scapanus latimanus","Species","Moles","Moles","Moles and shrews","Mammals","MammalsSmall",100,7375,4612,4172,0.565694915254237,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Douglas' squirrels","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Tamiasciurus douglasii","Species","Red squirrels","Squirrels","Rodents","Mammals","MammalsSmall",100,7375,4612,1665,0.225762711864407,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,7375,1601,1538,0.208542372881356,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Northern broad-footed mole","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Scapanus latimanus","Species","Moles","Moles","Moles and shrews","Mammals","MammalsSmall",98,7375,1601,4172,0.565694915254237,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Northern broad-footed mole","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Scapanus latimanus","Species","Moles","Moles","Moles and shrews","Mammals","MammalsSmall",100,7375,1601,4172,0.565694915254237,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Douglas' squirrels","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Tamiasciurus douglasii","Species","Red squirrels","Squirrels","Rodents","Mammals","MammalsSmall",100,7375,1601,1665,0.225762711864407,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,7375,1162,1538,0.208542372881356,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Northern broad-footed mole","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Scapanus latimanus","Species","Moles","Moles","Moles and shrews","Mammals","MammalsSmall",98,7375,1162,4172,0.565694915254237,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Northern broad-footed mole","Scapanus latimanus","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Scapanus latimanus","Species","Moles","Moles","Moles and shrews","Mammals","MammalsSmall",100,7375,1162,4172,0.565694915254237,1
"CA","YOS0299","YOSE_JLH_14SEP19_020",272610.746,4208166.4827,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Douglas' squirrels","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Tamiasciurus douglasii","Species","Red squirrels","Squirrels","Rodents","Mammals","MammalsSmall",100,7375,1162,1665,0.225762711864407,1
"CA","YOS0300","YOSE_JLH_14SEP19_021",272584.0645,4208318.4604,"Puma concolor","Puma concolor","Puma concolor","White-tailed jackrabbit","Lepus townsendii","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Lepus townsendii","Species","Hares","Hares and rabbits","Lagomorphs","Mammals","MammalsMedium",100,37455,10857,37455,1,1
"CA","YOS0300","YOSE_JLH_14SEP19_021",272584.0645,4208318.4604,"Puma concolor","Puma concolor","Puma concolor","White-tailed jackrabbit","Lepus townsendii","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Lepus townsendii","Species","Hares","Hares and rabbits","Lagomorphs","Mammals","MammalsMedium",100,37455,19557,37455,1,1
"CA","YOS0300","YOSE_JLH_14SEP19_021",272584.0645,4208318.4604,"Puma concolor","Puma concolor","Puma concolor","White-tailed jackrabbit","Lepus townsendii","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Lepus townsendii","Species","Hares","Hares and rabbits","Lagomorphs","Mammals","MammalsMedium",100,37455,7041,37455,1,1
"CA","YOS0301","YOSE_JLH_14SEP19_022",272584.6839,4208319.5538,"Puma concolor","Canis latrans","Canis latrans","Yellow-bellied marmot","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata","Marmota flaviventris","Species","Marmots","Squirrels","Rodents","Mammals","MammalsMedium",100,113491,74591,63173,0.556634446784326,1
"CA","YOS0301","YOSE_JLH_14SEP19_022",272584.6839,4208319.5538,"Puma concolor","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,113491,74591,27703,0.244098650994352,1
"CA","YOS0301","YOSE_JLH_14SEP19_022",272584.6839,4208319.5538,"Puma concolor","Canis latrans","Canis latrans","Yellow-bellied marmot","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata","Marmota flaviventris","Species","Marmots","Squirrels","Rodents","Mammals","MammalsMedium",100,113491,3750,63173,0.556634446784326,1
"CA","YOS0301","YOSE_JLH_14SEP19_022",272584.6839,4208319.5538,"Puma concolor","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,113491,3750,27703,0.244098650994352,1
"CA","YOS0301","YOSE_JLH_14SEP19_022",272584.6839,4208319.5538,"Puma concolor","Canis latrans","Canis latrans","Yellow-bellied marmot","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata","Marmota flaviventris","Species","Marmots","Squirrels","Rodents","Mammals","MammalsMedium",100,113491,35150,63173,0.556634446784326,1
"CA","YOS0301","YOSE_JLH_14SEP19_022",272584.6839,4208319.5538,"Puma concolor","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,113491,35150,27703,0.244098650994352,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,126810,15526,38420,0.302972951659964,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",97.98,126810,15526,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.99,126810,15526,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.99,126810,15526,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","","","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus sp.","Genus","Voles","Cricetids","Rodents","Mammals","MammalsSmall",97,126810,15526,24988,0.197050705780301,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","","","","Passerellidae","Passeriformes","Aves","Chordata","Passerellidae","Family","","Sparrows","Songbirds","Birds","BirdsSmall",99.02,126810,15526,23867,0.188210708934627,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,126810,48644,38420,0.302972951659964,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.99,126810,48644,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.99,126810,48644,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",97.98,126810,48644,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","","","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus sp.","Genus","Voles","Cricetids","Rodents","Mammals","MammalsSmall",97,126810,48644,24988,0.197050705780301,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","","","","Passerellidae","Passeriformes","Aves","Chordata","Passerellidae","Family","","Sparrows","Songbirds","Birds","BirdsSmall",99.02,126810,48644,23867,0.188210708934627,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,126810,62640,38420,0.302972951659964,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.99,126810,62640,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.99,126810,62640,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","Montane vole","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus montanus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",97.98,126810,62640,32869,0.25919880135636,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","","","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus sp.","Genus","Voles","Cricetids","Rodents","Mammals","MammalsSmall",97,126810,62640,24988,0.197050705780301,1
"CA","YOS0302","YOSE_JLH_14SEP19_023",272667.4934,4208379.0742,"Urocyon cinereoargenteus","Canis latrans","Canis latrans","","","","Passerellidae","Passeriformes","Aves","Chordata","Passerellidae","Family","","Sparrows","Songbirds","Birds","BirdsSmall",99.02,126810,62640,23867,0.188210708934627,1
"CA","YOS0303","YOSE_JLH_14SEP19_028",272818.8905,4210050.6577,"Canis latrans","Canis latrans","Canis latrans","Sooty grouse","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata","Dendragapus fuliginosus","Species","Grouse","Upland birds","Upland birds","Birds","BirdsMedium",100,23876,17420,13077,0.547704808175574,1
"CA","YOS0303","YOSE_JLH_14SEP19_028",272818.8905,4210050.6577,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,23876,17420,10799,0.452295191824426,1
"CA","YOS0303","YOSE_JLH_14SEP19_028",272818.8905,4210050.6577,"Canis latrans","Canis latrans","Canis latrans","Sooty grouse","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata","Dendragapus fuliginosus","Species","Grouse","Upland birds","Upland birds","Birds","BirdsMedium",100,23876,1397,13077,0.547704808175574,1
"CA","YOS0303","YOSE_JLH_14SEP19_028",272818.8905,4210050.6577,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,23876,1397,10799,0.452295191824426,1
"CA","YOS0303","YOSE_JLH_14SEP19_028",272818.8905,4210050.6577,"Canis latrans","Canis latrans","Canis latrans","Sooty grouse","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata","Dendragapus fuliginosus","Species","Grouse","Upland birds","Upland birds","Birds","BirdsMedium",100,23876,5059,13077,0.547704808175574,1
"CA","YOS0303","YOSE_JLH_14SEP19_028",272818.8905,4210050.6577,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",100,23876,5059,10799,0.452295191824426,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","Golden-mantled ground squirrel","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Callospermophilus lateralis","Species","Ground squirrels","Squirrels","Rodents","Mammals","MammalsMedium",95.918,55520,23848,35769,0.644254322766571,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",99,55520,23848,12309,0.221703890489914,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","Spotted towhee","Pipilo maculatus","Pipilo","Passerellidae","Passeriformes","Aves","Chordata","Pipilo maculatus","Species","Towhees","Sparrows","Songbirds","Birds","BirdsSmall",100,55520,23848,7442,0.134041786743516,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","Golden-mantled ground squirrel","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Callospermophilus lateralis","Species","Ground squirrels","Squirrels","Rodents","Mammals","MammalsMedium",95.918,55520,22227,35769,0.644254322766571,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",99,55520,22227,12309,0.221703890489914,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","Spotted towhee","Pipilo maculatus","Pipilo","Passerellidae","Passeriformes","Aves","Chordata","Pipilo maculatus","Species","Towhees","Sparrows","Songbirds","Birds","BirdsSmall",100,55520,22227,7442,0.134041786743516,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","Golden-mantled ground squirrel","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Callospermophilus lateralis","Species","Ground squirrels","Squirrels","Rodents","Mammals","MammalsMedium",95.918,55520,9445,35769,0.644254322766571,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",99,55520,9445,12309,0.221703890489914,1
"CA","YOS0304","YOSE_JLH_14SEP19_029",273104.8642,4210401.2601,"Canis latrans","Canis latrans","Canis latrans","Spotted towhee","Pipilo maculatus","Pipilo","Passerellidae","Passeriformes","Aves","Chordata","Pipilo maculatus","Species","Towhees","Sparrows","Songbirds","Birds","BirdsSmall",100,55520,9445,7442,0.134041786743516,1
"CA","YOS0305","YOSE_JLH_14SEP19_030",273254.1156,4210581.2956,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",99,40768,15546,39934,0.979542778649921,1
"CA","YOS0305","YOSE_JLH_14SEP19_030",273254.1156,4210581.2956,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",99,40768,11100,39934,0.979542778649921,1
"CA","YOS0305","YOSE_JLH_14SEP19_030",273254.1156,4210581.2956,"Canis latrans","Canis latrans","Canis latrans","","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata","Odocoileus sp.","Genus","Deer","Deer and elk","Even-toed ungulates","Mammals","MammalsLarge",99,40768,14122,39934,0.979542778649921,1
"CA","YOS0306","YOSE_JLH_14SEP19_031",273280.0109,4210617.0434,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,37931,5900,35047,0.923967203606549,1
"CA","YOS0306","YOSE_JLH_14SEP19_031",273280.0109,4210617.0434,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,37931,3681,35047,0.923967203606549,1
"CA","YOS0306","YOSE_JLH_14SEP19_031",273280.0109,4210617.0434,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,37931,28350,35047,0.923967203606549,1
"CA","YOS0307","YOSE_JLH_14SEP19_032",273309.4839,4210671.2021,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,48777,11562,46976,0.96307685999549,1
"CA","YOS0307","YOSE_JLH_14SEP19_032",273309.4839,4210671.2021,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.98,48777,11562,46976,0.96307685999549,1
"CA","YOS0307","YOSE_JLH_14SEP19_032",273309.4839,4210671.2021,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.98,48777,14611,46976,0.96307685999549,1
"CA","YOS0307","YOSE_JLH_14SEP19_032",273309.4839,4210671.2021,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",100,48777,14611,46976,0.96307685999549,1
"CA","YOS0307","YOSE_JLH_14SEP19_032",273309.4839,4210671.2021,"Canis latrans","Canis latrans","Canis latrans","Long-tailed vole","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Microtus longicaudus","Species","Voles","Cricetids","Rodents","Mammals","MammalsSmall",98.98,48777,22604,46976,0.96307685999549,1
